disease_1,disease_2,semantic_similarity
Clear cell renal cell carcinoma,Gastric carcinoma,0.206873557
Clear cell renal cell carcinoma,Nasopharyngeal cancer,0.029268293
Clear cell renal cell carcinoma,Nk/T cell lymphoma,0.034682081
Clear cell renal cell carcinoma,Ischemia,0.049857993
Clear cell renal cell carcinoma,Esophagus adenocarcinoma,0.163074998
Clear cell renal cell carcinoma,Retinoblastoma,0.112414826
Clear cell renal cell carcinoma,Epithelial ovarian cancer,0.274261603
Clear cell renal cell carcinoma,Renal cell cancer,1
Clear cell renal cell carcinoma,Diffuse large B cell lymphoma,0.112414826
Clear cell renal cell carcinoma,Oral squamous cell carcinoma,0.206873557
Clear cell renal cell carcinoma,Lymphoma,0.206873557
Clear cell renal cell carcinoma,Hemangioma,0.121083697
Clear cell renal cell carcinoma,Myasthenia gravis,0.02182825
Clear cell renal cell carcinoma,Pneumonia,0.036761943
Clear cell renal cell carcinoma,Pediatric neuroblastoma,0.163074998
Clear cell renal cell carcinoma,Leukemia lymphoblastic acute,0.133086931
Clear cell renal cell carcinoma,Tongue squamous cell carcinoma,0.163074998
Clear cell renal cell carcinoma,Melanoma,0.222834703
Clear cell renal cell carcinoma,Nonalcoholic fatty liver disease,0
Clear cell renal cell carcinoma,Epithelial ovarian carcinoma,0.274261603
Clear cell renal cell carcinoma,Herpes simplex keratitis,0
Clear cell renal cell carcinoma,Dysregulated immunity,0
Clear cell renal cell carcinoma,Pre-eclampsia,0.029411765
Clear cell renal cell carcinoma,Chronic obstructive pulmonary disease,0.028013277
Clear cell renal cell carcinoma,Lung adenocarcinoma,0.325123153
Clear cell renal cell carcinoma,T-cell acute lymphoblastic leukemia,0.098097872
Clear cell renal cell carcinoma,Chronic myeloid leukemia,0.133086931
Clear cell renal cell carcinoma,Ovarian clear cell carcinoma,0.098097872
Clear cell renal cell carcinoma,Primary breast cancer,0.271481054
Clear cell renal cell carcinoma,Wilms tumor,0.490223176
Clear cell renal cell carcinoma,Colon and rectal adenocarcinoma,0.163074998
Clear cell renal cell carcinoma,Uveal melanoma,0.133086931
Clear cell renal cell carcinoma,Hypopharyngeal cancer,0.206873557
Clear cell renal cell carcinoma,Cardiac hypertrophy,0
Clear cell renal cell carcinoma,Hepatic carcinoma,0.322429907
Clear cell renal cell carcinoma,Cancer,0.454209032
Clear cell renal cell carcinoma,Tuberculosis,0.049857993
Clear cell renal cell carcinoma,Prader-willi syndrome,0.069898901
Clear cell renal cell carcinoma,Acute promyelocytic leukemia,0.112414826
Clear cell renal cell carcinoma,Heart failure,0.049857993
Clear cell renal cell carcinoma,Uterine leiomyoma,0.053628691
Clear cell renal cell carcinoma,Adenocarcinoma,0.540697674
Clear cell renal cell carcinoma,Lung carcinoma,0.206873557
Clear cell renal cell carcinoma,Head and neck squamous cell carcinoma,0.215
Clear cell renal cell carcinoma,Psoriatic arthritis,0.101626678
Clear cell renal cell carcinoma,B-cell lymphoma,0.133086931
Clear cell renal cell carcinoma,Prostate carcinoma,0.163074998
Clear cell renal cell carcinoma,Prostatic neoplasms,0.135
Clear cell renal cell carcinoma,Malignant glioma,0.222834703
Clear cell renal cell carcinoma,Epstein-barr virus infections,0
Clear cell renal cell carcinoma,Stomach cancer,0.271481054
Clear cell renal cell carcinoma,Urinary bladder cancer,0.424592019
Clear cell renal cell carcinoma,Colon carcinoma,0.112414826
Clear cell renal cell carcinoma,Gallbladder cancer,0.206873557
Clear cell renal cell carcinoma,Liposarcoma,0.163074998
Clear cell renal cell carcinoma,Meningioma,0.206873557
Clear cell renal cell carcinoma,Uterine cervical neoplasm,0.206873557
Clear cell renal cell carcinoma,Renal carcinoma,0.7283321
Clear cell renal cell carcinoma,Lung small cell carcinoma,0.163074998
Clear cell renal cell carcinoma,Mouth neoplasms,0.271481054
Clear cell renal cell carcinoma,Lymphosarcoma,0.078947368
Clear cell renal cell carcinoma,Breast neoplasms,0.139175258
Cholangiocarcinoma,Cholangiocarcinoma,0
Cholangiocarcinoma,Neuroblastoma,0.142026452
Cholangiocarcinoma,Acute myeloid leukemia,0.112414826
Cholangiocarcinoma,Nasopharyngeal carcinoma,0.289757968
Cholangiocarcinoma,Esophageal squamous cell cancer,0.164021164
Cholangiocarcinoma,Esophageal squamous cell carcinoma,0.164021164
Cholangiocarcinoma,Liver cirrhosis,0.033723621
Cholangiocarcinoma,Early hepatocellular carcinoma,0.377245509
Cholangiocarcinoma,Triple negative breast cancer,0.18526914
Cholangiocarcinoma,Bladder cancer,0.24904353
Cholangiocarcinoma,Atherosclerosis,0.019232165
Cholangiocarcinoma,Ovarian cancer,0.18526914
Cholangiocarcinoma,Papillary thyroid cancer,0.272727273
Cholangiocarcinoma,Papillary thyroid carcinoma,0.272727273
Cholangiocarcinoma,Gastric carcinoma,0.289757968
Cholangiocarcinoma,Nasopharyngeal cancer,0.012658228
Cholangiocarcinoma,Nk/T cell lymphoma,0.047619048
Cholangiocarcinoma,Ischemia,0.046646837
Cholangiocarcinoma,Esophagus adenocarcinoma,0.222127095
Cholangiocarcinoma,Retinoblastoma,0.104477612
Cholangiocarcinoma,Epithelial ovarian cancer,0.236842105
Cholangiocarcinoma,Renal cell cancer,0.358381503
Cholangiocarcinoma,Diffuse large B cell lymphoma,0.092000255
Cholangiocarcinoma,Oral squamous cell carcinoma,0.289757968
Cholangiocarcinoma,Lymphoma,0.18526914
Cholangiocarcinoma,Hemangioma,0.12195122
Cholangiocarcinoma,Myasthenia gravis,0.019576356
Cholangiocarcinoma,Pneumonia,0.033723621
Cholangiocarcinoma,Pediatric neuroblastoma,0.142026452
Cholangiocarcinoma,Leukemia lymphoblastic acute,0.112414826
Cholangiocarcinoma,Tongue squamous cell carcinoma,0.222127095
Cholangiocarcinoma,Melanoma,0.208482801
Cholangiocarcinoma,Nonalcoholic fatty liver disease,0
Cholangiocarcinoma,Epithelial ovarian carcinoma,0.236842105
Cholangiocarcinoma,Herpes simplex keratitis,0
Cholangiocarcinoma,Dysregulated immunity,0
Cholangiocarcinoma,Pre-eclampsia,0.025087767
Cholangiocarcinoma,Chronic obstructive pulmonary disease,0.025087767
Cholangiocarcinoma,Lung adenocarcinoma,0.397435897
Cholangiocarcinoma,T-cell acute lymphoblastic leukemia,0.077860721
Cholangiocarcinoma,Chronic myeloid leukemia,0.112414826
Cholangiocarcinoma,Ovarian clear cell carcinoma,0.077860721
Cholangiocarcinoma,Primary breast cancer,0.24904353
Cholangiocarcinoma,Wilms tumor,0.18526914
Cholangiocarcinoma,Colon and rectal adenocarcinoma,0.222127095
Cholangiocarcinoma,Uveal melanoma,0.112414826
Cholangiocarcinoma,Hypopharyngeal cancer,0.289757968
Cholangiocarcinoma,Cardiac hypertrophy,0
Cholangiocarcinoma,Hepatic carcinoma,0.377245509
Cholangiocarcinoma,Cancer,0.436595975
Cholangiocarcinoma,Tuberculosis,0.046646837
Cholangiocarcinoma,Prader-willi syndrome,0.066414066
Cholangiocarcinoma,Acute promyelocytic leukemia,0.092000255
Cholangiocarcinoma,Heart failure,0.046646837
Cholangiocarcinoma,Uterine leiomyoma,0.072
Cholangiocarcinoma,Adenocarcinoma,0.744
Cholangiocarcinoma,Lung carcinoma,0.18526914
Cholangiocarcinoma,Head and neck squamous cell carcinoma,0.215686275
Cholangiocarcinoma,Psoriatic arthritis,0.097685857
Cholangiocarcinoma,B-cell lymphoma,0.112414826
Cholangiocarcinoma,Prostate carcinoma,0.142026452
Cholangiocarcinoma,Prostatic neoplasms,0.019607843
Cholangiocarcinoma,Malignant glioma,0.208482801
Cholangiocarcinoma,Epstein-barr virus infections,0
Cholangiocarcinoma,Stomach cancer,0.389500093
Cholangiocarcinoma,Urinary bladder cancer,0.24904353
Cholangiocarcinoma,Colon carcinoma,0.143886925
Cholangiocarcinoma,Gallbladder cancer,0.439027721
Cholangiocarcinoma,Liposarcoma,0.142026452
Cholangiocarcinoma,Meningioma,0.18526914
Cholangiocarcinoma,Uterine cervical neoplasm,0.18526914
Cholangiocarcinoma,Renal carcinoma,0.18526914
Cholangiocarcinoma,Lung small cell carcinoma,0.142026452
Cholangiocarcinoma,Mouth neoplasms,0.389500093
Cholangiocarcinoma,Lymphosarcoma,0.104895105
Cholangiocarcinoma,Breast neoplasms,0.06122449
Neuroblastoma,Neuroblastoma,0
Neuroblastoma,Acute myeloid leukemia,0.163074998
Neuroblastoma,Nasopharyngeal carcinoma,0.23822486
Neuroblastoma,Esophageal squamous cell cancer,0.059431525
Neuroblastoma,Esophageal squamous cell carcinoma,0.059431525
Neuroblastoma,Liver cirrhosis,0.041172339
Neuroblastoma,Early hepatocellular carcinoma,0.193613418
Neuroblastoma,Triple negative breast cancer,0.23822486
Neuroblastoma,Bladder cancer,0.304051121
Neuroblastoma,Atherosclerosis,0.026217688
Neuroblastoma,Ovarian cancer,0.23822486
Neuroblastoma,Papillary thyroid cancer,0.193613418
Neuroblastoma,Papillary thyroid carcinoma,0.193613418
Neuroblastoma,Gastric carcinoma,0.23822486
Neuroblastoma,Nasopharyngeal cancer,0.009230769
Neuroblastoma,Nk/T cell lymphoma,0.034482759
Neuroblastoma,Ischemia,0.054521373
Neuroblastoma,Esophagus adenocarcinoma,0.193613418
Neuroblastoma,Retinoblastoma,0.279805353
Neuroblastoma,Epithelial ovarian cancer,0.193613418
Neuroblastoma,Renal cell cancer,0.05915493
Neuroblastoma,Diffuse large B cell lymphoma,0.142026452
Neuroblastoma,Oral squamous cell carcinoma,0.23822486
Neuroblastoma,Lymphoma,0.23822486
Neuroblastoma,Hemangioma,0.132409048
Neuroblastoma,Myasthenia gravis,0.025084784
Neuroblastoma,Pneumonia,0.041172339
Neuroblastoma,Pediatric neuroblastoma,1
Neuroblastoma,Leukemia lymphoblastic acute,0.163074998
Neuroblastoma,Tongue squamous cell carcinoma,0.193613418
Neuroblastoma,Melanoma,0.243677156
Neuroblastoma,Nonalcoholic fatty liver disease,0
Neuroblastoma,Epithelial ovarian carcinoma,0.089974293
Neuroblastoma,Herpes simplex keratitis,0
Neuroblastoma,Dysregulated immunity,0
Neuroblastoma,Pre-eclampsia,0.032258637
Neuroblastoma,Chronic obstructive pulmonary disease,0.032258637
Neuroblastoma,Lung adenocarcinoma,0.163074998
Neuroblastoma,T-cell acute lymphoblastic leukemia,0.12745019
Neuroblastoma,Chronic myeloid leukemia,0.163074998
Neuroblastoma,Ovarian clear cell carcinoma,0.12745019
Neuroblastoma,Primary breast cancer,0.304051121
Neuroblastoma,Wilms tumor,0.23822486
Neuroblastoma,Colon and rectal adenocarcinoma,0.193613418
Neuroblastoma,Uveal melanoma,0.255046685
Neuroblastoma,Hypopharyngeal cancer,0.23822486
Neuroblastoma,Cardiac hypertrophy,0
Neuroblastoma,Hepatic carcinoma,0.067055394
Neuroblastoma,Cancer,0.479833079
Neuroblastoma,Tuberculosis,0.054521373
Neuroblastoma,Prader-willi syndrome,0.07496322
Neuroblastoma,Acute promyelocytic leukemia,0.142026452
Neuroblastoma,Heart failure,0.054521373
Neuroblastoma,Uterine leiomyoma,0.063671527
Neuroblastoma,Adenocarcinoma,0.184015148
Neuroblastoma,Lung carcinoma,0.23822486
Neuroblastoma,Head and neck squamous cell carcinoma,0.23822486
Neuroblastoma,Psoriatic arthritis,0.107359913
Neuroblastoma,B-cell lymphoma,0.163074998
Neuroblastoma,Prostate carcinoma,0.193613418
Neuroblastoma,Prostatic neoplasms,0.015873016
Neuroblastoma,Malignant glioma,0.395189003
Neuroblastoma,Epstein-barr virus infections,0
Neuroblastoma,Stomach cancer,0.304051121
Neuroblastoma,Urinary bladder cancer,0.304051121
Neuroblastoma,Colon carcinoma,0.142026452
Neuroblastoma,Gallbladder cancer,0.23822486
Neuroblastoma,Liposarcoma,0.193613418
Neuroblastoma,Meningioma,0.372579866
Neuroblastoma,Uterine cervical neoplasm,0.23822486
Neuroblastoma,Renal carcinoma,0.23822486
Neuroblastoma,Lung small cell carcinoma,0.193613418
Neuroblastoma,Mouth neoplasms,0.304051121
Neuroblastoma,Lymphosarcoma,0.091525424
Neuroblastoma,Breast neoplasms,0.056105611
Acute myeloid leukemia,Acute myeloid leukemia,0
Acute myeloid leukemia,Nasopharyngeal carcinoma,0.206873557
Acute myeloid leukemia,Esophageal squamous cell cancer,0.053191489
Acute myeloid leukemia,Esophageal squamous cell carcinoma,0.053191489
Acute myeloid leukemia,Liver cirrhosis,0.036761943
Acute myeloid leukemia,Early hepatocellular carcinoma,0.163074998
Acute myeloid leukemia,Triple negative breast cancer,0.206873557
Acute myeloid leukemia,Bladder cancer,0.271481054
Acute myeloid leukemia,Atherosclerosis,0.022082402
Acute myeloid leukemia,Ovarian cancer,0.206873557
Acute myeloid leukemia,Papillary thyroid cancer,0.163074998
Acute myeloid leukemia,Papillary thyroid carcinoma,0.163074998
Acute myeloid leukemia,Gastric carcinoma,0.206873557
Acute myeloid leukemia,Nasopharyngeal cancer,0.01910828
Acute myeloid leukemia,Nk/T cell lymphoma,0.072
Acute myeloid leukemia,Ischemia,0.049857993
Acute myeloid leukemia,Esophagus adenocarcinoma,0.163074998
Acute myeloid leukemia,Retinoblastoma,0.112414826
Acute myeloid leukemia,Epithelial ovarian cancer,0.163074998
Acute myeloid leukemia,Renal cell cancer,0.052325581
Acute myeloid leukemia,Diffuse large B cell lymphoma,0.266386647
Acute myeloid leukemia,Oral squamous cell carcinoma,0.206873557
Acute myeloid leukemia,Lymphoma,0.490223176
Acute myeloid leukemia,Hemangioma,0.147540984
Acute myeloid leukemia,Myasthenia gravis,0.02182825
Acute myeloid leukemia,Pneumonia,0.036761943
Acute myeloid leukemia,Pediatric neuroblastoma,0.163074998
Acute myeloid leukemia,Leukemia lymphoblastic acute,0.468554247
Acute myeloid leukemia,Tongue squamous cell carcinoma,0.163074998
Acute myeloid leukemia,Melanoma,0.222834703
Acute myeloid leukemia,Nonalcoholic fatty liver disease,0
Acute myeloid leukemia,Epithelial ovarian carcinoma,0.063492063
Acute myeloid leukemia,Herpes simplex keratitis,0
Acute myeloid leukemia,Dysregulated immunity,0
Acute myeloid leukemia,Pre-eclampsia,0.028013277
Acute myeloid leukemia,Chronic obstructive pulmonary disease,0.028013277
Acute myeloid leukemia,Lung adenocarcinoma,0.133086931
Acute myeloid leukemia,T-cell acute lymphoblastic leukemia,0.345369559
Acute myeloid leukemia,Chronic myeloid leukemia,0.687384851
Acute myeloid leukemia,Ovarian clear cell carcinoma,0.098097872
Acute myeloid leukemia,Primary breast cancer,0.271481054
Acute myeloid leukemia,Wilms tumor,0.206873557
Acute myeloid leukemia,Colon and rectal adenocarcinoma,0.163074998
Acute myeloid leukemia,Uveal melanoma,0.133086931
Acute myeloid leukemia,Hypopharyngeal cancer,0.206873557
Acute myeloid leukemia,Cardiac hypertrophy,0
Acute myeloid leukemia,Hepatic carcinoma,0.060240964
Acute myeloid leukemia,Cancer,0.454209032
Acute myeloid leukemia,Tuberculosis,0.049857993
Acute myeloid leukemia,Prader-willi syndrome,0.069898901
Acute myeloid leukemia,Acute promyelocytic leukemia,0.844672167
Acute myeloid leukemia,Heart failure,0.049857993
Acute myeloid leukemia,Uterine leiomyoma,0.096774194
Acute myeloid leukemia,Adenocarcinoma,0.164303377
Acute myeloid leukemia,Lung carcinoma,0.206873557
Acute myeloid leukemia,Head and neck squamous cell carcinoma,0.206873557
Acute myeloid leukemia,Psoriatic arthritis,0.101626678
Acute myeloid leukemia,B-cell lymphoma,0.315372824
Acute myeloid leukemia,Prostate carcinoma,0.163074998
Acute myeloid leukemia,Prostatic neoplasms,0.026315789
Acute myeloid leukemia,Malignant glioma,0.222834703
Acute myeloid leukemia,Epstein-barr virus infections,0
Acute myeloid leukemia,Stomach cancer,0.271481054
Acute myeloid leukemia,Urinary bladder cancer,0.271481054
Acute myeloid leukemia,Colon carcinoma,0.112414826
Acute myeloid leukemia,Gallbladder cancer,0.206873557
Acute myeloid leukemia,Liposarcoma,0.163074998
Acute myeloid leukemia,Meningioma,0.206873557
Acute myeloid leukemia,Uterine cervical neoplasm,0.206873557
Acute myeloid leukemia,Renal carcinoma,0.206873557
Acute myeloid leukemia,Lung small cell carcinoma,0.163074998
Acute myeloid leukemia,Mouth neoplasms,0.271481054
Acute myeloid leukemia,Lymphosarcoma,0.126760563
Acute myeloid leukemia,Breast neoplasms,0.068493151
Nasopharyngeal carcinoma,Nasopharyngeal carcinoma,0
Nasopharyngeal carcinoma,Esophageal squamous cell cancer,0.259574468
Nasopharyngeal carcinoma,Esophageal squamous cell carcinoma,0.259574468
Nasopharyngeal carcinoma,Liver cirrhosis,0.047619921
Nasopharyngeal carcinoma,Early hepatocellular carcinoma,0.372579866
Nasopharyngeal carcinoma,Triple negative breast cancer,0.284037401
Nasopharyngeal carcinoma,Bladder cancer,0.351665478
Nasopharyngeal carcinoma,Atherosclerosis,0.032258637
Nasopharyngeal carcinoma,Ovarian cancer,0.284037401
Nasopharyngeal carcinoma,Papillary thyroid cancer,0.243243243
Nasopharyngeal carcinoma,Papillary thyroid carcinoma,0.243243243
Nasopharyngeal carcinoma,Gastric carcinoma,0.444229946
Nasopharyngeal carcinoma,Nasopharyngeal cancer,0.705882353
Nasopharyngeal carcinoma,Nk/T cell lymphoma,0.052325581
Nasopharyngeal carcinoma,Ischemia,0.061343273
Nasopharyngeal carcinoma,Esophagus adenocarcinoma,0.372579866
Nasopharyngeal carcinoma,Retinoblastoma,0.18526914
Nasopharyngeal carcinoma,Epithelial ovarian cancer,0.275423729
Nasopharyngeal carcinoma,Renal cell cancer,0.219178082
Nasopharyngeal carcinoma,Diffuse large B cell lymphoma,0.18526914
Nasopharyngeal carcinoma,Oral squamous cell carcinoma,0.444229946
Nasopharyngeal carcinoma,Lymphoma,0.284037401
Nasopharyngeal carcinoma,Hemangioma,0.14897652
Nasopharyngeal carcinoma,Myasthenia gravis,0.029819518
Nasopharyngeal carcinoma,Pneumonia,0.047619921
Nasopharyngeal carcinoma,Pediatric neuroblastoma,0.23822486
Nasopharyngeal carcinoma,Leukemia lymphoblastic acute,0.206873557
Nasopharyngeal carcinoma,Tongue squamous cell carcinoma,0.372579866
Nasopharyngeal carcinoma,Melanoma,0.274166874
Nasopharyngeal carcinoma,Nonalcoholic fatty liver disease,0
Nasopharyngeal carcinoma,Epithelial ovarian carcinoma,0.275423729
Nasopharyngeal carcinoma,Herpes simplex keratitis,0
Nasopharyngeal carcinoma,Dysregulated immunity,0
Nasopharyngeal carcinoma,Pre-eclampsia,0.03846223
Nasopharyngeal carcinoma,Chronic obstructive pulmonary disease,0.03846223
Nasopharyngeal carcinoma,Lung adenocarcinoma,0.237623762
Nasopharyngeal carcinoma,T-cell acute lymphoblastic leukemia,0.170310041
Nasopharyngeal carcinoma,Chronic myeloid leukemia,0.206873557
Nasopharyngeal carcinoma,Ovarian clear cell carcinoma,0.170310041
Nasopharyngeal carcinoma,Primary breast cancer,0.351665478
Nasopharyngeal carcinoma,Wilms tumor,0.284037401
Nasopharyngeal carcinoma,Colon and rectal adenocarcinoma,0.372579866
Nasopharyngeal carcinoma,Uveal melanoma,0.206873557
Nasopharyngeal carcinoma,Hypopharyngeal cancer,0.673076439
Nasopharyngeal carcinoma,Cardiac hypertrophy,0
Nasopharyngeal carcinoma,Hepatic carcinoma,0.23943662
Nasopharyngeal carcinoma,Cancer,0.517415251
Nasopharyngeal carcinoma,Tuberculosis,0.061343273
Nasopharyngeal carcinoma,Prader-willi syndrome,0.082379097
Nasopharyngeal carcinoma,Acute promyelocytic leukemia,0.18526914
Nasopharyngeal carcinoma,Heart failure,0.061343273
Nasopharyngeal carcinoma,Uterine leiomyoma,0.078342404
Nasopharyngeal carcinoma,Adenocarcinoma,0.350877193
Nasopharyngeal carcinoma,Lung carcinoma,0.284037401
Nasopharyngeal carcinoma,Head and neck squamous cell carcinoma,0.376884422
Nasopharyngeal carcinoma,Psoriatic arthritis,0.115768709
Nasopharyngeal carcinoma,B-cell lymphoma,0.206873557
Nasopharyngeal carcinoma,Prostate carcinoma,0.23822486
Nasopharyngeal carcinoma,Prostatic neoplasms,0.045226131
Nasopharyngeal carcinoma,Malignant glioma,0.274166874
Nasopharyngeal carcinoma,Epstein-barr virus infections,0
Nasopharyngeal carcinoma,Stomach cancer,0.549999175
Nasopharyngeal carcinoma,Urinary bladder cancer,0.351665478
Nasopharyngeal carcinoma,Colon carcinoma,0.289757968
Nasopharyngeal carcinoma,Gallbladder cancer,0.444229946
Nasopharyngeal carcinoma,Liposarcoma,0.23822486
Nasopharyngeal carcinoma,Meningioma,0.284037401
Nasopharyngeal carcinoma,Uterine cervical neoplasm,0.284037401
Nasopharyngeal carcinoma,Renal carcinoma,0.284037401
Nasopharyngeal carcinoma,Lung small cell carcinoma,0.23822486
Nasopharyngeal carcinoma,Mouth neoplasms,0.549999175
Nasopharyngeal carcinoma,Lymphosarcoma,0.095238095
Nasopharyngeal carcinoma,Breast neoplasms,0.139896373
Esophageal squamous cell cancer,Esophageal squamous cell cancer,0
Esophageal squamous cell cancer,Esophageal squamous cell carcinoma,1
Esophageal squamous cell cancer,Liver cirrhosis,0.054945055
Esophageal squamous cell cancer,Early hepatocellular carcinoma,0.252173913
Esophageal squamous cell cancer,Triple negative breast cancer,0.09
Esophageal squamous cell cancer,Bladder cancer,0.054054054
Esophageal squamous cell cancer,Atherosclerosis,0
Esophageal squamous cell cancer,Ovarian cancer,0.069230769
Esophageal squamous cell cancer,Papillary thyroid cancer,0.205020921
Esophageal squamous cell cancer,Papillary thyroid carcinoma,0.205020921
Esophageal squamous cell cancer,Gastric carcinoma,0
Esophageal squamous cell cancer,Nasopharyngeal cancer,0.095022624
Esophageal squamous cell cancer,Nk/T cell lymphoma,0.037037037
Esophageal squamous cell cancer,Ischemia,0
Esophageal squamous cell cancer,Esophagus adenocarcinoma,0
Esophageal squamous cell cancer,Retinoblastoma,0.113636364
Esophageal squamous cell cancer,Epithelial ovarian cancer,0.213438735
Esophageal squamous cell cancer,Renal cell cancer,0.156779661
Esophageal squamous cell cancer,Diffuse large B cell lymphoma,0.036082474
Esophageal squamous cell cancer,Oral squamous cell carcinoma,0
Esophageal squamous cell cancer,Lymphoma,0.126126126
Esophageal squamous cell cancer,Hemangioma,0.086021505
Esophageal squamous cell cancer,Myasthenia gravis,0
Esophageal squamous cell cancer,Pneumonia,0
Esophageal squamous cell cancer,Pediatric neuroblastoma,0
Esophageal squamous cell cancer,Leukemia lymphoblastic acute,0.048076923
Esophageal squamous cell cancer,Tongue squamous cell carcinoma,0
Esophageal squamous cell cancer,Melanoma,0.073394495
Esophageal squamous cell cancer,Nonalcoholic fatty liver disease,0.032258065
Esophageal squamous cell cancer,Epithelial ovarian carcinoma,0.213438735
Esophageal squamous cell cancer,Herpes simplex keratitis,0
Esophageal squamous cell cancer,Dysregulated immunity,0
Esophageal squamous cell cancer,Pre-eclampsia,0
Esophageal squamous cell cancer,Chronic obstructive pulmonary disease,0
Esophageal squamous cell cancer,Lung adenocarcinoma,0.168949772
Esophageal squamous cell cancer,T-cell acute lymphoblastic leukemia,0.035175879
Esophageal squamous cell cancer,Chronic myeloid leukemia,0.04587156
Esophageal squamous cell cancer,Ovarian clear cell carcinoma,0
Esophageal squamous cell cancer,Primary breast cancer,0
Esophageal squamous cell cancer,Wilms tumor,0.098113208
Esophageal squamous cell cancer,Colon and rectal adenocarcinoma,0.191489362
Esophageal squamous cell cancer,Uveal melanoma,0
Esophageal squamous cell cancer,Hypopharyngeal cancer,0.102439024
Esophageal squamous cell cancer,Cardiac hypertrophy,0
Esophageal squamous cell cancer,Hepatic carcinoma,0.252173913
Esophageal squamous cell cancer,Cancer,0.215189873
Esophageal squamous cell cancer,Tuberculosis,0
Esophageal squamous cell cancer,Prader-willi syndrome,0
Esophageal squamous cell cancer,Acute promyelocytic leukemia,0.037037037
Esophageal squamous cell cancer,Heart failure,0
Esophageal squamous cell cancer,Uterine leiomyoma,0.053191489
Esophageal squamous cell cancer,Adenocarcinoma,0.244680851
Esophageal squamous cell cancer,Lung carcinoma,0.034482759
Esophageal squamous cell cancer,Head and neck squamous cell carcinoma,0.472222222
Esophageal squamous cell cancer,Psoriatic arthritis,0
Esophageal squamous cell cancer,B-cell lymphoma,0.050505051
Esophageal squamous cell cancer,Prostate carcinoma,0
Esophageal squamous cell cancer,Prostatic neoplasms,0.055555556
Esophageal squamous cell cancer,Malignant glioma,0.107843137
Esophageal squamous cell cancer,Epstein-barr virus infections,0
Esophageal squamous cell cancer,Stomach cancer,0.305555556
Esophageal squamous cell cancer,Urinary bladder cancer,0.054054054
Esophageal squamous cell cancer,Colon carcinoma,0
Esophageal squamous cell cancer,Gallbladder cancer,0.138888889
Esophageal squamous cell cancer,Liposarcoma,0.049019608
Esophageal squamous cell cancer,Meningioma,0.094017094
Esophageal squamous cell cancer,Uterine cervical neoplasm,0.040909091
Esophageal squamous cell cancer,Renal carcinoma,0
Esophageal squamous cell cancer,Lung small cell carcinoma,0.034482759
Esophageal squamous cell cancer,Mouth neoplasms,0.2
Esophageal squamous cell cancer,Lymphosarcoma,0.077669903
Esophageal squamous cell cancer,Breast neoplasms,0.142857143
Esophageal squamous cell carcinoma,Esophageal squamous cell carcinoma,0
Esophageal squamous cell carcinoma,Liver cirrhosis,0.054945055
Esophageal squamous cell carcinoma,Early hepatocellular carcinoma,0.252173913
Esophageal squamous cell carcinoma,Triple negative breast cancer,0.09
Esophageal squamous cell carcinoma,Bladder cancer,0.054054054
Esophageal squamous cell carcinoma,Atherosclerosis,0
Esophageal squamous cell carcinoma,Ovarian cancer,0.069230769
Esophageal squamous cell carcinoma,Papillary thyroid cancer,0.205020921
Esophageal squamous cell carcinoma,Papillary thyroid carcinoma,0.205020921
Esophageal squamous cell carcinoma,Gastric carcinoma,0
Esophageal squamous cell carcinoma,Nasopharyngeal cancer,0.095022624
Esophageal squamous cell carcinoma,Nk/T cell lymphoma,0.037037037
Esophageal squamous cell carcinoma,Ischemia,0
Esophageal squamous cell carcinoma,Esophagus adenocarcinoma,0
Esophageal squamous cell carcinoma,Retinoblastoma,0.113636364
Esophageal squamous cell carcinoma,Epithelial ovarian cancer,0.213438735
Esophageal squamous cell carcinoma,Renal cell cancer,0.156779661
Esophageal squamous cell carcinoma,Diffuse large B cell lymphoma,0.036082474
Esophageal squamous cell carcinoma,Oral squamous cell carcinoma,0
Esophageal squamous cell carcinoma,Lymphoma,0.126126126
Esophageal squamous cell carcinoma,Hemangioma,0.086021505
Esophageal squamous cell carcinoma,Myasthenia gravis,0
Esophageal squamous cell carcinoma,Pneumonia,0
Esophageal squamous cell carcinoma,Pediatric neuroblastoma,0
Esophageal squamous cell carcinoma,Leukemia lymphoblastic acute,0.048076923
Esophageal squamous cell carcinoma,Tongue squamous cell carcinoma,0
Esophageal squamous cell carcinoma,Melanoma,0.073394495
Esophageal squamous cell carcinoma,Nonalcoholic fatty liver disease,0.032258065
Esophageal squamous cell carcinoma,Epithelial ovarian carcinoma,0.213438735
Esophageal squamous cell carcinoma,Herpes simplex keratitis,0
Esophageal squamous cell carcinoma,Dysregulated immunity,0
Esophageal squamous cell carcinoma,Pre-eclampsia,0
Esophageal squamous cell carcinoma,Chronic obstructive pulmonary disease,0
Esophageal squamous cell carcinoma,Lung adenocarcinoma,0.168949772
Esophageal squamous cell carcinoma,T-cell acute lymphoblastic leukemia,0.035175879
Esophageal squamous cell carcinoma,Chronic myeloid leukemia,0.04587156
Esophageal squamous cell carcinoma,Ovarian clear cell carcinoma,0
Esophageal squamous cell carcinoma,Primary breast cancer,0
Esophageal squamous cell carcinoma,Wilms tumor,0.098113208
Esophageal squamous cell carcinoma,Colon and rectal adenocarcinoma,0.191489362
Esophageal squamous cell carcinoma,Uveal melanoma,0
Esophageal squamous cell carcinoma,Hypopharyngeal cancer,0.102439024
